altitude_ft,ambient_temp_c,throttle_pct,rpm,cht_c,egt_c,oil_press_psi,oil_temp_c,fuel_flow_lph,vibration_g,battery_v,inj_timing_deg,fault_label,rul_hours
19573.820845026898,-24.147641690053796,72.42119343098076,3869.7709498256277,163.19485985073345,732.9085370328642,68.09246847148306,105.78057210513039,25.481936393576785,1.651650602962911,28.22296960126817,22.156267694836384,0,150.0
18126.2511586034,-21.252502317206805,96.96353559733923,5223.9096767986,180.66682017074854,779.8268946373444,71.8026775882832,109.98803925199515,33.622772889306134,1.8683143487090401,28.21474886539122,22.0533057248601,0,148.99328859060404
16473.553337754798,-17.947106675509595,81.97404704572142,4393.288002274962,173.86263665364072,756.9441679277807,67.3411965075077,105.18260153684143,28.190013227673454,1.6683809862473031,28.421017856422207,21.963431379176793,0,147.98657718120805
20593.382820029467,-26.18676564005893,63.17516074032886,3336.8548600892173,161.4444523032431,725.4615809225791,69.03350431028797,100.27252788359857,22.435316459358525,1.497660818788571,28.314382175406195,22.121055642621567,0,146.9798657718121
12465.926449154807,-9.931852898309614,77.98092708944566,4172.648664706269,169.20010542652662,745.3353842124699,67.40906197026753,107.7311930908524,27.265665703791285,1.6437292760904394,28.15301864259486,22.010578606274084,0,145.9731543624161
22357.835862150656,-29.71567172430131,78.67982537020377,4228.401575908024,167.66465566849607,747.4276811162599,68.66797573940737,106.60990347762487,27.03958988722189,1.622992223333359,28.30439541595769,22.110541001087363,0,144.96644295302013
17777.85047846703,-20.55570095693406,86.911553771923,4695.625246046805,172.8034551583644,767.517177413236,70.50239970457487,105.92609992275163,29.678060498451377,1.6298149191523998,28.14771935931305,21.90893722092671,0,143.95973154362417
11389.686548479389,-7.779373096958778,94.4275487715392,5095.308288401561,176.52938854302303,775.4823862405132,69.22966166647038,107.09559785843597,33.24185718267059,1.629967165475292,27.74919147514071,21.8649326259721,0,142.95302013422818
22164.60909357807,-29.329218187156144,92.7762209238456,5029.32019941309,178.07177510677363,759.4121586587183,72.10326170744764,108.38222164382219,31.930684636637814,1.682708035992454,27.770684162164045,21.962728165102394,0,141.94630872483222
20182.91806500778,-25.36583613001556,66.56601847239541,3568.236774674354,162.48171741180468,731.2895832212523,64.76247260538975,104.06514116409991,23.935415928095665,1.4830787897009006,27.821176818005153,22.112091623394868,0,140.93959731543623
11902.63678305441,-8.80527356610882,63.83852263298654,3421.420845519243,161.83945427311264,722.472928298883,69.4105731432843,101.70786019481453,22.280561505831805,1.5629527129985639,27.782785507074692,21.84117031607174,0,139.93288590604027
14013.97968934042,-13.02795937868084,95.23582031949596,5117.339076575808,177.96493993054432,774.4338752335917,69.94157143545077,108.99088264809784,32.779709598993364,1.790407303256623,28.13842398288641,22.008426798724365,0,138.9261744966443
12092.647942898691,-9.185295885797384,75.8892885732094,4072.4794562774105,170.80751041207253,745.0995267193159,65.58737311415427,106.51632726928153,26.183582412466162,1.6577501788340852,28.20897240017839,22.044101827452234,0,137.91946308724832
16736.200178423413,-18.472400356846826,65.66393968500348,3493.149157024811,159.59424782572628,720.8650264415563,66.02814764081779,103.94596101884197,23.851562884122284,1.6471219539718862,28.205896306673104,22.15875633888292,0,136.91275167785236
17279.471887906984,-19.558943775813965,73.2025726879631,3929.9446925920092,163.2661710729021,733.523341684905,66.28419706729373,104.71062592336929,25.523128942527798,1.5729927591395643,27.71420998931843,22.067865729776873,0,135.90604026845637
24823.8424453048,-34.6476848906096,93.03471449890166,4981.816353126391,176.26193703155752,768.1909869203243,70.91898896565037,108.42419798647553,31.837349259726302,1.7905062932692672,28.13853895824115,21.973045185752063,0,134.8993288590604
20570.978643546812,-26.141957287093625,99.50836103643192,5355.273288283286,179.17227557512862,787.7069660763505,69.05482783920156,108.46127433224976,35.43360047607734,1.705158430927564,28.184164491061953,22.049405750035508,0,133.89261744966444
13015.986913754905,-11.031973827509809,99.4994380075873,5371.1396171049455,179.13772442098136,772.598351702281,70.14622269190454,109.12541633726067,34.73865480947181,1.7702314976712592,28.098140318781624,22.041456802416523,0,132.88590604026845
19767.723445723,-24.535446891446,77.22438828686074,4146.758095595537,167.05340217048098,748.8522384095281,70.01446418532757,106.3648965523954,27.145914279687776,1.5605843314865242,27.750677585672342,22.014255357571077,0,131.8791946308725
11198.888437048041,-7.397776874096081,97.65809122095995,5274.558249508988,178.92088159162367,781.7809616098607,70.3986476203333,106.6456013996194,33.99586371350522,1.7153286269235348,28.611155851832407,22.004348811322156,0,130.8724832214765
23005.52318519333,-31.011046370386666,95.35182956270879,5093.392534942489,180.60493212109068,761.7488177475325,71.15456318560686,110.42251246268374,33.1415808877913,1.7529496075760405,28.205598199908266,21.89160274444742,0,129.86577181208054
15797.518240124518,-16.595036480249036,76.01895799638297,4068.097510910065,170.97874728335512,745.5574912565213,70.43029857674152,105.41665667381953,25.97144218190568,1.6088381010718784,28.370511630702588,21.916769740676504,0,128.85906040268458
14552.273531581675,-14.104547063163352,92.32112634030673,4983.848567977956,178.3546943087172,779.0755996420589,69.5328075352428,106.7078409830538,32.24209349411283,1.6800418804939554,28.263552716601858,21.979997187148655,0,127.85234899328859
23107.77406483099,-31.215548129661975,70.92088029007421,3796.0498245409894,166.60744381989474,741.4635561812922,67.60296861920968,102.49782933808608,25.168051228100776,1.5110218073387467,27.884082930031244,22.21086833030443,0,126.84563758389261
16836.203967653986,-18.672407935307973,32.76482526813095,1720.1179684946599,145.39602514194996,686.9869192317594,63.176783132650996,96.79536538002672,10.952524273313815,1.4266672717322633,28.25383697577215,21.98043072321187,0,125.83892617449663
12277.967574153377,-9.555935148306755,74.12872643361483,3956.3391962471733,167.68980941633927,747.6426521857122,66.69807048604324,104.84348766996409,25.385164201689545,1.5400468715877567,28.147075864526965,21.996669054016472,0,124.83221476510067
14294.043202610752,-13.588086405221503,84.02826135256046,4532.656125592007,171.16050176244562,746.4971360114907,67.3158676920085,106.91151113207164,29.311793720732396,1.7470922795403248,28.29391605081471,21.91218533091447,0,123.8255033557047
14678.672488062835,-14.35734497612567,83.15945624540666,4469.005135148734,173.5715074041782,754.1182210510403,69.10711388601963,106.54004216949774,29.255540577457754,1.7064137187204045,28.4431269218418,22.089346971343975,0,122.81879194630872
22841.71663378681,-30.68343326757362,64.19824976173429,3373.068605002545,161.09160679761774,726.2850625164517,69.28956689060769,104.61502126220658,22.504001830012626,1.560453551521767,28.303109761979382,22.101782249845265,0,121.81208053691275
21279.213885756522,-27.558427771513045,95.66865659001242,5199.761914418864,180.79936615890458,775.2587785616784,72.16223691332047,109.13045882564006,32.86107896834264,1.7206668099870952,27.963649723786222,21.785467462795562,0,120.80536912751677
10610.139763561203,-6.220279527122408,69.78104268773149,3758.3707684157253,164.91892318570072,730.2606187243111,67.70446543467787,104.9065322792377,24.292730360188685,1.626420572378158,28.119708365685568,21.806132788090625,0,119.79865771812081
19603.297644381055,-24.20659528876211,75.80121656114984,4043.892671029679,167.59165470966857,741.4500516469033,66.06158003333591,106.61781930541295,26.13959423488974,1.5971532339510799,27.99500824376916,22.10331612066802,0,118.79194630872483
16400.179257105854,-17.80035851421171,79.19276624582648,4288.527947105683,166.35797285856398,753.098679996187,69.23340763002098,105.84701252982008,28.526180297472166,1.5798807418727885,28.14369025208473,22.183762771020557,0,117.78523489932886
11873.757674845041,-8.747515349690083,83.71482535164027,4489.464309713279,169.40170453247984,755.8010541704253,69.438332929095,106.3242358690275,28.72883926926449,1.6606571641431178,28.09686274551857,21.92563267429395,0,116.77852348993288
22394.799825276248,-29.789599650552496,74.43396156770359,4009.184400685059,170.14104621142243,747.9998916417645,69.09595967232245,109.04589421152407,25.65622424290333,1.6175512952018738,28.2151595857209,22.073017093023328,0,115.7718120805369
23675.73682249371,-32.351473644987415,98.63429594099851,5348.977210707578,177.89900010185002,778.5271711259606,70.83471776909312,111.47409416021146,34.53341899904824,1.7315395068064994,27.957329817307407,21.928888114661593,0,114.76510067114094
22849.31353714517,-30.698627074290343,88.29952345879758,4756.661393462486,176.58787210006815,761.9148371132372,71.72493819683713,107.01339194454063,31.148565970923748,1.7293817897291068,28.007402941031796,21.803671877434212,0,113.75838926174497
13586.909774047643,-12.173819548095285,85.45035543937588,4597.502077130813,171.7284124252949,763.3371286784505,69.84429320110132,107.72172014220058,29.187248330852178,1.5748904278789755,28.2991460465223,21.957113413818554,0,112.75167785234899
16824.831973553893,-18.64966394710779,86.00512818062124,4648.923134211444,172.79557810122793,751.2024784992758,68.56574675195266,107.28930859322692,29.50221782442743,1.6564435494308358,28.469113054553652,21.87102528541199,0,111.74496644295301
20056.39130389887,-25.11278260779774,91.72416936966698,4967.959372731924,174.67339125857012,773.326501990955,70.06197353392442,109.07526252380487,31.817935159007806,1.6685300913986896,28.49374882706241,22.200927853173283,0,110.73825503355704
13633.538694952791,-12.267077389905584,68.06350823145956,3701.6362531986715,165.6730631462427,732.4477843122032,66.09626662225402,104.19324479896974,23.537639134005175,1.5077939377007348,28.224843264524825,21.92312242565566,0,109.73154362416108
10491.420175805457,-5.982840351610914,66.30587555420354,3551.9731317553023,163.8881406269488,732.2892362615693,66.4311296546204,99.82653774831907,23.256533894965077,1.5711124403247516,28.136275151798113,22.0121690387493,0,108.72483221476509
14027.835208109058,-13.055670416218117,91.89143660576892,4980.702010872294,176.62046681360795,759.9085869683755,68.4312328739739,106.00134030271253,32.60749968988074,1.7644730501142272,27.750826650928545,22.03396741370176,0,107.71812080536913
22502.309927036644,-30.00461985407329,69.64769101132666,3748.255962011764,165.68777377393997,730.5302075441538,66.15981107511632,104.19814446739201,23.95327449859796,1.6924140152193878,28.13869601940639,21.977253302876267,0,106.71140939597315
21217.56385942853,-27.43512771885706,62.365118372117166,3272.169457099664,160.38590283890423,730.7097904882328,68.57243836844059,103.2366971509722,21.925512298842797,1.646159798140949,28.26433857960946,21.989080055924067,0,105.70469798657717
13928.167796697193,-12.856335593394387,94.73460597888882,5106.563181741032,177.9355878409968,765.6481212430563,69.91219159115789,108.1414190814455,33.18741312585458,1.7657478261651987,28.480851214757223,21.945511986880334,0,104.69798657718121
14481.830818997358,-13.963661637994715,89.13491041649552,4775.998778211839,170.83037112859424,766.2452512467111,69.80464219330636,106.69345262551204,31.587787331154907,1.744794160712172,28.318656767310443,21.851353345862552,0,103.69127516778522
19104.756587516713,-23.20951317503343,72.29271044584512,3851.023929845626,164.50566303095843,736.5571026600899,69.90947854170562,102.57132525157202,25.95757983672352,1.6186844322488745,27.9929019890079,22.176328476723118,0,102.68456375838926
21654.287256397904,-28.308574512795808,98.44673068507352,5292.971176349833,183.99736401537595,782.1424484944804,70.52501490129484,106.38632940282753,34.52043559192613,1.69307216188054,28.34374437445847,21.95389192906717,0,101.67785234899328
23196.82379332758,-31.393647586655163,60.396839039207244,3227.0470038734243,163.75713509648432,724.9500104928331,64.08718970630605,102.99762495518965,20.37325019433606,1.5382038009089363,28.438574104469804,21.878712813999005,0,100.67114093959731
17961.545274876567,-20.923090549753134,97.24032528427854,5230.735068475506,178.93702011469256,770.0399866191309,71.81481156266456,109.350948120141,34.09340247310429,1.636689254463276,28.00774767150608,21.987136327138046,0,99.66442953020135
